Twig Com Oy;6444
Dynalloy, Inc.;7681
SHANGHAI VEI SHENG AUTO PARTS MANUFACTURING CO., LTD.;9351
IDONDEMAND INC.;8648
L‐3 Communications ‐ Communications Systems West 9764
Pilot Electronic (China) Ltd.;9417
Techno Source;7579
Ballard Technology;8517
Holzworth Instrumentation LLC;7091
JUNE‐ON Co., Ltd.;8128
Hawking Technologies, Inc.;3686
Atech Totalsolution Co., Ltd.;2456
D. O. Tel Co., Ltd.;6605
Hind Technology Group;9478
Microelectronics Technology Inc.;9449
actionXL, Inc.;8036
Sierra Nevada Corporation;9017
Data Locker Inc.;8970
Rehoboth Tech. Co., Ltd.;7735
ATEK Products, LLC;8897
RF WINDOW;8472
Acsys Technologies Ltd.;9620
TrophyTrex;2091
Laboratoires MXM;5574
SAMx;2402
Dental Wings Inc.;9140
Vizimax Inc.;8939
NET GmbH;8433
IDEMIA;8797
8D TECHNOLOGIES INC.;8845
Cloud Engines, Inc.;8670
ApniCure, Inc.;8684
Sifteo Inc.;8954
COMVOX AUDIO CO., LTD.;9795
TriQuint Semiconductor;9626
Chaney Instrument Co.;9408
JEFF ROWLAND DESIGN GROUP, INC;9230
Resolution Audio;8735
Motion Lingo, LLC;6255
Interlink Electronics;8522
CastleNet Technology Inc.;2984
Tyco Safety Products;6381
Brainchild;4973
Real Networks, Inc.;6200
Companion Worlds, Inc.;7121
Trigon Components, Inc.;5318
VIGORHOOD PHOTOELECTRIC SHENZHEN CO., LTD.;7872
Cypress Technology Co., Ltd.;9034
Simbex;8997
Capistrano Labs, Inc.;7566
Datacard Group;2599
KIDS PREFERRED, LLC.;7809
ON TIM Technologies Ltd.;8138
Julabo;9020
FlatFrog Laboratories AB;9653
INFOMARK Co., Ltd.;6642
SCDi;8404
Coregate Inc.;8753
HANSHIN INFORMATION TECHNOLOGY INC.;8267
Changrime Telecom Co., Ltd.;4010
BRAINZSQUARE CO., LTD.;8353
Davis Instruments;7047
H‐Squared;9482
Reel Stream LLC;6254
ORANGE IT INC.;9535
Momentum US Inc.;1857
AD Semiconductor Co., Ltd.;8530
Infinite Z;9662
Weide Electronics Co., Ltd.;9510
Dongguan City ShengJing Electronics Co., Ltd.;9123
Link World Electric Inc.;5240
SCS Engineering, Inc.;7339
X.J. Group Ltd.;5190
NIKETECH ELECTRONICS GROUP LIMITED;9271
TempoTec Corp;8929
Nanjing Frentec Co., Ltd.;8774
Rightec Research;2178
Fujian START Computer Equipment Co., Ltd.;7107
Global Inkjet Systems;9907
Wadia Digital;9843
BOOKHAM INC.;8166
Applied Technical Systems;9291
Harman;4624
RedE Innovations;9016
Federal Signal Corporation;7794
CONTROL SOLUTIONS, INC.;8549
Orthodyne Electronics;8269
Zermatt Systems Inc;6390
Polhemus Incorporated;3908
Data Encryption Systems Ltd;2778
Codonics, Inc.;4434
Cornerstone Peripherals Technology;2171
Comvurgent;2892
COVIDENCE A/S;7585
Proview Technology (Shenzhen) Co., Ltd.;7798
Xiangde Electronic Technologies (Shenzhen) Co., Ltd.;9208
AUTONICS Corporation;9377
RNDPLUS Co., Ltd.;9490
BLX IC Design Corp., Ltd.;9830
Fortinet, Inc.;8871
FIBERPRO INC.;8485
Cydle Corp.;9155
CNB Technology Inc.;6613
SIMS Corp.;6734
GuangDong OPPO Mobile Telecommunications Corp., Ltd.;8921
SANWA ELECTRIC INSTRUMENT CO., LTD.;4525
Egan Teamboard Inc.;9744
AnyDATA Corporation;5845
Correlator.com;2229
Lucas Holding bv;9717
Sensovation AG;9878
StepOver Inc.;9865
WITec Wissenschaftliche Instrumente & Technologie GmbH;9658
CONITEC DATENSYSTEME GmbH;7186
STT Emtec AB;9520
Redring AB;8992
TRIOC AB;6061
Dave Smith Instruments;8395
Centro De Tecnologia de las Comunicaciones, S.A.3978
Xsens Technologies B.V.;9785
Real Thoughts GmbH;5792
Prevo Technologies, Inc.;5761
Coin Mechanisms Inc.;5127
Trillium Technology PTY LTD.;6549
Scale Master Technology, LLC.;2803
Ratioplast‐Optoelectronics GmbH;8739
Work Microwave GmbH;8459
Gigaset Communications GmbH;7813
Wilhelm Mikroelektronik GmbH;8081
Cab Produkttechnik;2437
Custom Computer Services, Inc.;9221
Chung Young Digital Corp., Ltd.;6883
Mutewatch AB;9406
Pro‐Active;7220
SENSE INSIDE GmbH;8078
SCAPS GmbH;4987
Bassett Electronic Systems Limited;9905
Dimension Engineering LLC;9867
MYLAPS B.V.;9857
Azatrax;9823
Bel Canto Design, Ltd.;9798
Anite Telecoms Inc.;9496
Anasphere, Inc.;9249
Redbird Flight Simulations, Inc.;9245
TZ Medical, Inc.;9115
OnLive, INC.;9080
Edinburgh Instruments Ltd.;9005
Altierre Corporation;8838
Laser Drive;7617
IKARIA Holdings, Inc.;8715
Innov‐X Systems Inc.;8708
Vitalograph Ltd.;8450
Avedis Zildjian Company;8346
Beauty Up Co., Ltd.;8067
1064138 Ontario Ltd. O/A UNI‐TEC ELECTRONICS;8219
ClickTech LLC;8182
INTERNATIONAL TECHNIDYNE CORP.;8082
PURE TECHNOLOGIES;8080
SmartSwing, Inc.;5534
Data Electronics (Aust) Pty, Ltd.;1855
Pure Digital Technologies;5755
Cadmus Payment Solutions Ltd.;7401
CPR Tools, Inc.;7143
Scalex Corporation;2246
CACE Technologies;51918
Crystal Technology, Inc.;5831
Vernier Software;2295
Cryptocard Corporation;4601
CompUSA Inc.;5634
DAQ Systems;5036
Symtx Inc.;5802
BG Systems, Inc.;7125
American Messaging Services LLC;9630
TILERA CORPORATION;8924
CPI GmbH;5005
Triumph Technology Corp.;3746
SWENC Technology Co., Ltd. 8476
PC Worth Int'l Co., Ltd.;8123
Alpha Networks Inc.;5298
Winegard Company;9847
Tetradyne Software Inc.;6703
Troy XCD, Inc.;1935
Cobolt AB;9692
8devices;9599
Unjo AB;8887
G‐coder Systems AB;7330
Stable Imaging Solutions, LLC;9499
DCG Systems, Inc.;9350
Zetron, Inc.;9073
SNIF Labs;7425
ivee;9448
WonATech Co., Ltd.;9107
J & D Tech Co., Ltd.;8119
NAMUGA Co., Ltd.;8754
SEMA ELECTRONICS (H.K.) CO., Ltd.;7528
3D Robotics Inc.;9900
FICOSA;9737
DCOM Enterprise Co., Ltd.;2386
C3PO, S.L.;1923
ABB Low Voltage Products;8610
TP RADIO;8574
Contex A/S;3311
Prosisa Overseas LLC;2494
SFC Smart Fuel Cell AG;8859
IMERJ LTD.;9387
Neuralieve;9052
HAL Communications Corp.;8812
Dynapoint, Inc.;5323
CACTUS TECHNOLOGIES, LIMITED;8426
CSIRO‐TIP;3839
RealD;7828
Radiant Technologies Inc.;5945
Sonicweld;9179
US ARMY RDECOM‐ARDEC;8239
AADI AS;9638
Compal Broadband Networks, Inc.;9581
Data Ray Inc.;5682
MPEDIA;8201
MEASUREMENT SPECIALTIES INC.;8293
CHIPNUTS TECHNOLOGY INC.;5919
eHome TV, Inc. DBA Fuze3 Technologies;3833
Sagutech Microsystems;5796
scemtec Transponder Technology GmbH;6526
Bundesdruckerei GmbH;7767
Chong Tsi Su Enterprise Co., Ltd;2097
RadioScape;4758
DATA SYSTEM TECHNOLOGY CO., LTD.;3749
REALFLEET Co., Ltd.;8160
Broadxent Pte. Ltd.;6857
SEMNTECH;8585
HOST ENGINEERING, INC.;8190
Smart Solution;9405
WEAVERSMIND Inc.;9170
Keypair Co., Ltd.;9720
SECOM Co., Ltd.;7759
Guangzhou Shi Rui Electronics Co., Ltd. 8183
X6D Limited;9548
UNITRO‐Fleischmann;8590
QUANCOM Informationssysteme GmbH;2684
VEGATECH CO., LTD.;7376
Digital Force Technologies;7366
Bonutti Research;8579
XIA LLC;4329
SAIC/IISBU;5457
Sandmartin Company Ltd.;1961
Compix Incorporated;6363
ARION Technology Inc.;6219
3DSP;7513
TECHNO SOFT SYSTEMNICS INC.;4212
DailyCare BioMedical Inc.;8805
A C S Co., Ltd.;9454
Thermo Process Instruments;8139
Ciegus Ltd.;9632
Icare Finland Oy;8576
DA‐DESIGN OY;7372
TESSERA, INC.;8189
ECTRON CORPORATION;9884
Securetec Detektions Systeme AG;9669
Chipcon;4512
Baumann Electronic Controls, LLC;8641
Russia's Institute of Radionavigation and Time;9524
Christie Digital Systems Canada Inc.;9187
IntelliTech International, Inc.;8919
THORLABS, INC;4883
Port Denshi Co., Ltd.;4449
Eitech Co., Ltd.;8246
Rabbit House Corporation;3029
Sofird, Inc.;9198
SATO KEIRYOKI MFG. CO., LTD.;5058
OPT Corporation;7149
SCIENTEX Inc.;5412
PULSTEC INDUSTRIAL CO., LTD.;4762
Cosmo Techs Co., Ltd.;3121
Secure Key LLC;6600
P & A Technologies, Inc.;8664
C.D.N. CORPORATION;7558
TANITA Corporation (1);4426
HIOKI E.E. CORPORATION;4239
Kato Tech Co., Ltd.;7179
VINCIAMO, Inc.;8663
CLOVER Electronics Co., Ltd.;5316
Tritek Co., Ltd.;3820
Selectwireless Co., Ltd.;7903
Yanago Design Inc.;6475
The Tsurumi‐Seiki Company, Limited;7802
HARLEY‐DAVIDSON MOTOR COMPANY;9923
Satlantic LP;9913
NDI Technologies, Inc.;9563
Knox Company;8153
InnoComm Mobile Technology Corp.;8868
GarTech Enterprises, Inc.;8972
Sunwell Electronics Ltd.;7205
Yoostar Entertainment Group, Inc.;8340
Digital Matter Pty Ltd.;9357
Struers A/S;8942
WoundVision;8757
Dongbu HiTek;8478
Schweitzer Engineering Laboratories;6875
CONSULTRONICS EUROPE LTD.;5929
Future Wave, Inc.;6400
CANON FINETECH INC.;2739
Cores Inc.;4704
Beijing TianYu Communication Equipment Co., Ltd.;9443
Gloria Music Corp.;9321
Clubbhouse Inventions LLC;8370
YANtide Corporation;7700
CompX Fort;7233
X‐TEL Communications, Inc.;5109
Hale Microsystems;9328
Corega Taiwan, Inc.;6341
Librestream Technologies;9545
JSB Tech Pte. Ltd.;9420
Flexcore;8435
Maki Manufacturing Co., Ltd.;7068
System In Frontier Inc.;9127
Hogahm Technology;8729
LAONEX CO., LTD.;8908
RADIODETECTION LTD.;9920
DRS Data & Imaging Systems, Inc.;8509
Avery Weigh‐Tronix;2818
Sugar Creek Solutions LLC;7271
Capella Microsystems Inc.;8287
Samphone Electronic Co., Ltd.;4103
XSENSOR Technology Corp.;6289
RoyalTek Company Ltd.;5402
Remote Technologies, Inc.;5053
Mine Safety Appliances Co.;8933
Seniorsoft Development Co., Ltd.;9136
LG‐Ericsson Co., Ltd;7137
winner story Co., Ltd.;8987
M7Lab., Co., Ltd.;8268
CasaTools, LLC;8095
CELIZION, Inc.;9619
Carlo Gavazzi;8506
Allophonic Electronics L.t.d.;2825
EXSUSS, Inc.;8808
Symmetric Research;5587
Zeebo, Inc.;7850
Navini Networks, Inc;3136
SINTEF Energy Research;8179
IHP GmbH Innovations for High Performance Microelectro;9162
Applied Materials;9536
EVTD Inc.;9880
System Sacom Industry Corporation;9530
TOSHIBA MITSUBISHI‐ELECTRIC INDUSTRIAL SYSTEMS CORP.;9465
Kotec;9152
Osaka Micro Computer, Inc.;9523
FandF Co., Ltd.;8991
RHESCA Company Limited;5179
JSC <SATIS‐TL‐94>;8830
Life Technologies Corp.;8832
UNION TOOL CO.;8056
ROUND Co., Ltd.;4595
Retail Innovation HTT AB;8453
Kruglov Evgeniy Vladimirovich;8677
Xtend Technologies Pvt. Ltd.;7441
CENTURY SYSTEMS Co., Ltd.;7955
Pentronic AB;9519
Vectronix AG;9466
SMARTWI;7403
The Wild Divine Project;5370
Consero;1826
E.D. Bullard Company;9854
OFI Testing Equipment, Inc.;9729
Secure Holdings Limited;9305
POS & Solution Company;9425
Real ID Technology Co., Ltd.;6513
POSBRO Inc.;7792
Suprema ID Inc.;5841
SECUREPIA Inc.;3683
Alcolizer Technology;8351
TRANSISTOR DEVICES INC.;8203
FAAC SpA;8915
Validity Inc.;5002
DOT HILL SYSTEMS;8460
R‐Quest Technologies , LLC;5627
Dantec Dynamics A/S;8744
CC Systems AB;7362
Quantec Networks GmbH;4058
LCDVF LLC;9591
Guardware Systems Ltd.;2711
Multigig, Inc.;8800
Lloyd Research (Projects) Ltd.;4867
Cyber Sport Pty., Ltd.;8012
SOPRO;7398
SEI;6510
OXIPULSE;9646
Lexking Technology Co., Ltd.;9427
Bryce Office Systems;3050
Microsystems Development Technologies, Inc.;2957
PROMETHEAN;3400
Psychology Software Tools, Inc.;8806
PHX Inc.;9484
ICCC;3112
Koss Corporation;9533
GOOD WILL Instrument Co., Ltd.;8580
Pumatronix Equipamentos Eletronicos Ltda.;9075
Cardreader, Inc.;8421
Texas Instruments Incorporated (MSP430 Group);8263
Equinox Payments;9941
Reference, LLC.;8076
Jiangmen Kong Yue Jolimark Information Technology Ltd.;7072
ChipsWork Microelectronics Corp.;8652
Chase Peabody and Associates, Inc.;7839
LAMBDA, INC.;7586
Microhard Systems Inc.;8084
infoSense Technology Inc.;8620
Fujian Witsi Microelectronics Technology Co., Ltd.;9773
Beijing Sigmachip Co., Ltd.;7247
Scientec System;4486
shenzhen dcard smart card tech. co., ltd.;9595
Adafruit Industries LLC;9114
TLAY Technologies Co., Ltd.;8377
Linktop Technology Co., Ltd.;8973
Guangzhou Somic Digital & Electronic Technology Co, Ltd;8440
C&C Technic Taiwan Co., Ltd.;1966
DiZiC Co., Ltd.;9276
Logic PD;9709
COMMIT Incorporated;6996
Shanghai Fudan Microelectronics Co., Ltd.;9324
Sichuan Jiuzhou Electric Group Co., Ltd.;8512
Xi'an Tongshi Data Co., Ltd.;5966
Shenzhen Gongjin Electronics Co., Ltd.;8311
Rock Data Services Ltd.;5653
Dallmeier electronic GmbH;4811
Kinova;8909
WPG System Pte. Ltd.;8255
LAKS GmbH;7436
CTO S.p.A.;4678
Datalaster;4229
Dekart s.r.l.;6686
Plug‐up;9601
ScottCare Corporation;2797
Aurora Networks, Inc.;9645
Sistemi Elettronici Di Addonizio Luisa;9942
Controlled Speed Engineering Ltd.;5691
SYNESTHESIA CORPORATION;7453
LivingLab Development Co., Ltd.;8688
General Dynamics;6678
AudioProbe Inc.;9056
MoreDNA Technology Co., Ltd.;8473
AllSpirit Co., Ltd.;1728
Yulong Computer Telecommunication Scientific;7871
FLIR Explosives;1818
GE Healthcare Life Sciences;4909
Movimento Group AB;6030
Smartd ltd;8225
Sanwa Newtec Co., Ltd.;5699
CITIZEN SYSTEMS JAPAN CO., LTD.;7568
Leema Acoustics;9396
NIPPON ANTENNA Co., Ltd.;8884
Mitec Systems, Inc.;2879
SANEI HYTECHS Co., Ltd.;6263
Hokkaido Electronics Corporation;8038
PSi Printer Systems international GmbH;5914
CESYS GmbH;4344
C‐MAP SRL;3282
zebris Medizintechnik GmbH;4739
ACORDE TECHNOLOGIES;9431
DANI Instruments S.p.A.;6995
2D Debus & Diebold Messsysteme GmbH;8539
Freetronics Pty Ltd.;9914
Yoctopuce Sarl;9440
Bossa Nova Robotics, Inc.;9330
Blackbird Technologies Inc.;8587
Enclustra GmbH;8266
PROCEQ SA;6440
SECA GmbH & Co. KG;7999
Admesy BV;9167
RigiSystems AG;7918
VIGO System S.A.;9516
Global Distribution GmbH;9901
AVMAP SRL;8059
Bonig und Kallenback oHG;1859
CTS ELECTRONICS;4406
Schindler Aufzuge AG;4741
Dabi Atlante;9946
SEAC BANCHE S.P.A.;4050
NOVUS PRODUTOS ELETRONICOS LTDA.8260
LOOPCOMM TECHNOLOGY, INC.;9684
Inepro BV;7590
mrs GmbH;8135
Business Navigator;2714
ROI Computer AG;4575
Primare AB;9380
WAVESAT;7550
AZOTEQ (PTY) LTD.;8528
THORLABS LTD.;9937
Sensor Technology Limited;9908
Digital Drilling Data Systems, LLC;9702
Edwards Ltd.;9677
Smith + Nephew Inc.;9666
MPEC Technology Limited;9592
Cyclone Industries Limited;9573
FUTURE DESIGNS, INC.;9238
Law Enforcement Associates, Inc.9088
Extron Design Services;6979
SCT Performance, LLC;5059
ReliOn Inc.;8821
NetLogic Microsystems;7141
Digitron Instrumentation Ltd.;8511
SEW‐EURODRIVE GmbH & Co. KG;7106
NANO RIVER TECHNOLOGIES;8280
Bio‐Rad Laboratories Deeside;5630
Bridgekey Corp.;4664
VeriFone;4554
SE‐IR Corporation;5749
HYB D.O.O.;8065
Sundtek;9817
Donbass Soft Ltd. & Co. KG;9721
Brunner Elektronik AG;9659
Sartorius AG;9404
Media Engineering;9156
RRC power solutions GmbH;8863
KoCo Connector AG;8852
Schweers Informationstechnologie GmbH;8397
HANDY TECH ELEKTRONIK GmbH;8164
Visoduck discount GmbH;4402
Marconi;3462
propagamma kommunikation;2634
ROFIN‐SINAR LASER GMBH;7933
Dataflex Design Communications Limited;3941
RADAR‐TRONIC KFT.;6005
VITY;9743
AVA Group A/S;9670
Bang & Olufsen A/S;9464
Sensolutions Inc.;9363
HMS Industrial Networks AB;9359
TrackMan A/S;9325
MiTAC Technology Corporation;5553
BKtel Communications GmbH;8762
Xcellen Co., Ltd.;8676
Victorinox AG;8518
W.O.M. World of Medicine AG;8501
IDpendant GmbH;7021
Forth Dimension Displays Ltd.;6636
Carl Zeiss;5175
Breas Medical AB;7599
Versus Technology, Inc.;5873
COMPUTechnic AG;3177
RENA GmbH;7984
Infratec Datentechnik GmbH;8824
Matin, Inc.;4724
TOKYO KEIKI RAIL TECHNO INC.;5861
Rion Co., Ltd.;3747
Kawamura Electric, Inc.;9227
K.K. Rabbit;9872
TOMY Company, Ltd.;9285
Kyoto Electronics Manufacturing Co., Ltd. 8176
TANITA Corporation;17446
Enegate Co., Ltd.;9546
YAMASA Tokei‐Keiki Co, Ltd;6414
SEKONIC corporation;2625
Kyowa Electronic Instruments Co., Ltd.;2865
Accuphase Laboratories, Inc.;8685
Radical Research, Inc.;4979
SUN‐A CORPORATION;7279
KOHZU Precision Co., Ltd.;9853
SUZUKI MUSICAL INST. MFG. CO., LTD.;8495
Gunz Limited;1591
Production Technology Center Kyushuu;7406
NOVA electronics, Inc.;9268
Yamato Electric Industry Co., Ltd.;4036
InCOMM Technologies Co., Ltd.;8725
BTICINO;7588
Chuo‐Engineering Ltd.;3023
Melon Technos Co., Ltd.;3243
Isca Networks;9143
Oscium;9902
Mathias Fuchss Software ‐ Entwicklung;8790
COINT Multimedia Systems;2540
CARDIO SISTEMAS COML. INDL. LTDA.;4162
FlexRadio Systems;8594
Nestlabs;9316
Saris Cycling Group;8891
Provo Craft;8403
Sencore, Inc.;4800
Veeco Instruments;5770
Santa Barbara Instrument Group (SBIG);3479
Chord Electronics Limited;9311
DSP Design Limited;8088
Klipsch Audio;6325
Hillcrest Laboratories, Inc.;7514
Magellan Navigation, Inc.;4623
Numatic International Ltd.;8918
ZETT OPTICS GmbH;8914
Schulze Elektronik GmbH;8185
Clemens GmbH;6148
Ditron S.R.L.;9538
GALILEO ENGINEERING SRL;8174
3Brain GmbH;9818
ELAP S.p.A.;8702
Unipolar Optics‐Electrical Technology Co., Ltd.;9348
SHENZHEN GENIATECH INC., LTD.;8013
WILL BEST (ELECTRONICS) LTD.;8257
Swecoin AB;2188
CTC Analytics AG;7916
Ricavision International Inc.;6045
Morita Tech Co., Ltd.;9489
TARGA GmbH;6594
Cybertech bv;4438
Grass Valley Group;3067
SyTech Corporation;8525
Given Imaging;49420
AutoHotBox;9811
OSRAM SYLVANIA;9733
Serious Integrated, Inc.;9688
Lenexpo Inc. (dba: Atlona);8405
GlideTV Inc.;8350
n‐gineric gmbh;9497
Kurth Electronic GmbH;9475
SHANGHAI LIGHTSURFING INFORMATION TECHNOLOGY CO., LTD.;9403
Steinbauer Electronics GmbH;9308
ATMOS Medizin Technik GmbH & Co. KG;9244
Midwest Microwave Solutions;9061
UV Networks, Inc.;8968
Secunet Security Networks AG;8928
Metters Industries;8910
Berger Elektronik GmbH;8851
Northtronics Pty., Ltd.;8743
ELECTRONIC ARTS;8612
XceedID Corporation;8555
Teledyne Controls;8533
CROSSLINK GmbH;6722
Secured Mobility;8434
mils electronic GmbH & Co Kg;6014
BRIDGEPORT INSTRUMENTS, LLC;8100
Sagem SA;1947
SEF Roboter GmbH;7093
SCD Tech Inc.;4998
BST International GmbH;7757
Red Lion Controls LP;4151
Reliable Controls Corporation;7601
Rowley Associates Ltd.;4891
CEntrance, Inc.;7175
Ruetz Technologies;6358
Pacific Northwest National Laboratory (PNNL);9045
TTE Systems Ltd.;9695
Vesta Solutions;5780
Zizzle, LLC;7356
MYTEK DIGITAL;9678
IPE Music;9089
ACE ELECTRONIQUE;7105
Datalogic S.p.A.;2060
Brainvision Inc.;6676
KOUZIRO Co., Ltd.;9686
Damalini AB;8235
Tlab West Systems AB;9374
UTRONIX Elektronikutreckling AB 8321
Time & Data Systems International Ltd.;9787
Source R & D Inc. (DBA WARPIA);8276
Nautilus Lifeline Ltd.;9483
Winkelmann UK Ltd.;9255
Grid Connect Inc.;9046
Anewin;9038
Digital Rapids Corp.;8547
AMBIR TECHNOLOGY, INC.;8428
Schmartz Inc.;7196
Seeker Technology Corp.;8300
Kurzweil Education Systems, Inc.8124
SeekTech, Inc.;7174
Ionwerks, Inc.;6305
Pro‐Tech Services Inc.;2934
CHIRON TECHNOLOGY LTD.;7754
Color Kinetics Inc.;2841
Collins Medical;2784
Correlant Communications;3863
COOLIT SYSTEMS, INC.;7661
Sycard Technology;1671
WWPass Corporation;8635
ZAO MIRCOM;8302
Gridmark Limited;8399
PRISM;3383
Navicron;9438
Logina;8338
BSQUARE Slicon Valley;2566
LG Display Co., Ltd.;8146
ZT Group Int'l, Inc.;8513
Telit Wireless Solutions;7111
Hiro;8140
Saka‐Techno Science Co., Ltd.;4509
COLLEX COMMUNICATION CORP.;5387
Unholtz‐Dickie Corp.;8798
PCTV Systems;8211
Boreal Genomics;8807
Mbeware Inc.;3021
Tom Communication Industrial Co., Ltd.;9250
Valuest Co., Ltd.;9582
Contec Co., Ltd.;1742
CHUO ELECTRONICS CO., LTD.;7874
SANYO TECNICA Co., Ltd.;3387
R & D Co., Ltd.;2683
DEIF A/S;8703
Pittway Tecnologica Srl;9432
Seluxit;7535
Vertex Standard Co., Ltd.;5131
Rafael Advanced Defense Systems Ltd.;8962
Sengital Limited;7505
Gamesman Ltd.;9206
Xtralis;9102
Wobbegong Fitness and Therapy Products Pty. Ltd.;8621
Cetus Engineering;6011
ZAFFER BVBA;8935
Coolsand Technologies (Hong Kong) Ltd.;7684
EA, Elektro‐Automatik GmbH & Co. KG;9006
Hivion Co., Ltd.;6764
Brains Corporation;6496
VIBRATION INSTRUMENTS CO., LTD.;9939
Loas Co., Ltd;3671
RaaX Co., Ltd.;7967
Arkham Technology;9757
Musashi Engineering, Inc.;9149
Bilcare Technologies Singapore Pte. Ltd.;8573
Looxcie, Inc.;8669
BBK ELECTRONICS CORPORATION LIMITED;7430
N&S Services, Inc. dba XIM Technologies;9095
THERMO KING;9631
XLNT IDEA, INC.;8096
WIMM Labs;9201
Ken‐A‐Vision Manufacturing Company, Inc.;9373
Otis Instruments Inc.;9809
Audio Partnership;8936
A & R Cambridge Ltd.;9668
IML Ltd.;9160
ETA Chips, Co.;6913
Cytec Corporation;1668
RoboTech srl;6648
Mobile Devices Ingenierie;9274
Point Core SARL;9163
CWAV;2217
Dansk Automat Expert A/S;6221
HomeChip Ltd.;9605
Itron Metering Solutions;8356
Regula Ltd.;7274
Callpod, Inc.;8337
Daisy Technology;3579
RongTong Info & Tech Co., Ltd.;8192
Toy Toy Toy Ltd.;9547
CelleBrite Mobile Synchronization;6179
Bloonn Srl;9329
Pie Digital, Inc.;8870
Focused Test, Inc.;7198
TECHNO ROAD Inc.;8330
Digital Information Technologies Corporation;8105
POLYMATECH CO., LTD.;4084
carina system co., ltd.;8464
Artiza Networks, Inc.;9057
Koizumi Computer, Inc.;2410
Lindemann Audiotechnik GmbH;8965
VRmagic GmbH;4518
DATA DISPLAY AG;5937
DKL TECHNOLOGY (SHENZHEN) CO., LTD.;9887
Butterfly Media;5143
AMICON Ltd.;8226
Eppendorf AG;9890
BDR Technologies Ltd.;8605
CORESMA;4444
BTC Secu Co., Ltd.;5771
ACI Analytical Control Instruments GmbH;9446
Fraunhofer IBMT;7469
Ergotest Innovation A.S.;9837
RADA Electronic Industries Ltd.;6937
R&D Center of Biometric Technology‐BMSTU;7485
TakeMS International AG;7670
Vistec AG;8241
Alliance Distribution;2781
KDK Electric Wire (H.K.) Co., Ltd.;4414
VIOLET;7592
NANOSENSE;8229
SEA Signalisation;7776
CE+T s.a.;7102
Saiko Systems Ltd.;9740
LITEPOINT CORP.;7266
Megatone systems and Technologies LTD.7043
Callify Communications & Software Ltd.3085
ROBOTIKER;5747
EKO Instruments Co., Ltd.;8846
Monolith Inc.;5791
Vircion Inc.;7922
Autotronic Controls Corp.;8361
Prox Dynamics AS;9735
KeeTouch Electronic Co., Ltd.;6829
Roke Manor Research Limited;4275
Compact Light System Norway A/S;4780
FastVDO Inc.;7124
Ambu A/S;8339
EL.MO. S.P.A.;8025
Siam United Hi‐Tech;1280
Barnes and Noble;8320
MULTIPLEX Modellsport GmbH & Co. KG;9696
CYBELEC SA;8827
THALES TRANSPORTATION SYSTEMS8379
STANTUM;8071
Bluegiga Technologies Oy;9304
Moog Inc.;9813
DAP Technologies Ltd.;8194
Covadis S.A.;2434
COGELEC;6460
Trimos SA;4307
WorldCast Systems;9825
New Concept Gaming Ltd.;8313
I.R.I.S.;2616
UNISTO Ltd.;8052
Sagem Mobiles;7747
Sakura Finetek USA, Inc.;5257
CINTEL FRANCE;6322
Precise Biometrics;2243
maxon motor ag;9447
Signal Processing Devices Sweden AB;7539
MKD Technology Inc.;8048
Viola Audio Laboratories;9921
Covaris, Inc.;9411
Fast Forward Video, Inc.;8234
Pololu Corporation;8187
Polar Instruments Ltd;3328
Ubisense Limited;8996
Sirit Inc.;8779
Pitsco, Inc.;8698
Palmer Environmental Ltd.;8690
COBY COMMUNICATIONS, LIMITED 7796
Centurion, Inc.;4045
Chain Tay Technology Co., Ltd.;4594
Alphamosaic Ltd.;5444
Synnix Technology Co.;4614
Copley Controls Corp.;6103
PROCENTEC;7269
ALBUMteam, Ltd.;7897
UNICARD S.A.;8061
Radiotechnika Marketing Sp.zo.o;6212
LEIFHEIT AG;8749
ZEBEX INDUSTRIES INC.;9450
Panjit International Inc.;4940
Project Lab;2829
Point Of Pay Pty. Ltd.;8466
SELESTA INGEGNERIA SPA;7980
SPM INSTRUMENT AB;9929
ABS Group AB;8689
Ingenieurbuero Dietzsch und Thiele PartG;9954
RST Instruments Ltd.;9906
MED‐EL Medical Electronics;9782
embedded brains GmbH;9389
LNT ‐ Automation GmbH;9310
Winterhalter GmbH;9288
Vossloh‐Schwabe Deutschland GmbH;9262
PENNYWISE PERIPHERALS PTY. LTD.;9175
Realfiction Aps;9078
BlueAnt Wireless;7830
Sensitech Inc.;8572
NAL Research Corporation;8215
Huizhou 10Moons Technology Development Co., Ltd.;7025
Amaranthine, LLC;8163
Matchbeeper AB;8115
Tron b.v.;1695
Psion Teklogix Inc.;4372
Cine‐tal Systems, Inc.;7716
CY&S Industrial Co., Ltd.;1833
REINHARDT System‐ und Messelectronic GmbH 2622
Rode Microphones;6647
RF Controls, LLC;9807
Zeecraft Tech.;6561
Environics Oy;9151
PIGNOLO S.P.A.;8023
Heliox Technologies, Inc.;9518
DexCom;8867
Scientific Digital Imaging plc;8423
Vanguard Rugged Storage, LLC;8297
SMART Temps LLC;8281
Cadac Electronics plc.;3312
BRAINTREE COMMUNICATIONS;4035
Alpes DEIS;3879
Ortho Neuro Technologies, Inc.;8823
ENCIRIS TECHNOLOGIES;7572
Syncomm Technology Corp.;6685
Jangus Music, Inc. (dba Wi Digital Systems);9561
SecureKey Technologies Inc.;8309
Paratronic S.A.;9441
BEA SA;8545
Zaxus Limited;3182
Mind Media BV;9460
